longitude,latitude,housing_age,total_rooms,households,median_income,house_value,ocean_proximity
-119.85,36.82,15,1387,195,5.5842,88900,INLAND
-119.85,36.82,16,1852,286,5.5405,119300,INLAND
-119.88,36.83,2,4055,654,4.2132,96500,INLAND
-119.86,36.81,4,4530,837,3.3942,72100,INLAND
-119.87,36.81,6,1891,330,4.6726,107800,INLAND
-119.85,36.81,15,1743,325,3.755,68000,INLAND
-119.85,36.8,14,1876,311,3.6563,88800,INLAND
-119.85,36.8,14,4177,867,2.9565,73000,INLAND
-119.86,36.8,18,2536,466,2.5595,67900,INLAND
-119.84,36.85,8,3791,475,10.5144,345900,INLAND
-119.85,36.84,12,2272,305,8.9669,213900,INLAND
-119.84,36.84,12,2396,258,8.7716,229200,INLAND
-119.84,36.83,17,2273,263,6.8645,195900,INLAND
-119.83,36.83,14,2351,363,6.9903,141200,INLAND
-119.82,36.83,14,2982,423,5.3241,123000,INLAND
-119.84,36.83,17,3012,362,7.4201,229700,INLAND
-119.82,36.83,16,2868,379,6.1175,144700,INLAND
-119.84,36.82,17,2807,353,5.5357,167700,INLAND
-119.83,36.82,14,1087,176,7.2909,155600,INLAND
-119.82,36.82,28,2268,330,5.2809,151500,INLAND
-119.82,36.81,25,3305,500,5.0698,150900,INLAND
-119.84,36.81,18,2789,364,7.7062,188300,INLAND
-119.78,36.86,10,2902,363,8.3608,187300,INLAND
-119.77,36.86,7,4139,562,8.2737,193500,INLAND
-119.77,36.85,8,1519,248,5.9897,123600,INLAND
-119.77,36.84,15,1924,277,5.3886,125300,INLAND
-119.77,36.84,15,2058,378,3.2569,124400,INLAND
-119.78,36.84,7,4907,909,3.2147,111900,INLAND
-119.78,36.85,12,782,164,2.8274,79500,INLAND
-119.78,36.86,8,3468,626,4.2071,128300,INLAND
-119.79,36.85,11,2596,539,1.9511,54000,INLAND
-119.79,36.84,22,1529,395,1.7926,51700,INLAND
-119.8,36.86,7,6434,1045,3.7656,145000,INLAND
-119.81,36.85,17,2340,396,4.2304,94400,INLAND
-119.82,36.84,7,2289,354,5.4868,158800,INLAND
-119.82,36.84,9,2340,520,3.3229,119300,INLAND
-119.81,36.83,19,6789,1109,4.049,126000,INLAND
-119.81,36.83,10,5780,883,5.6445,135500,INLAND
-119.78,36.83,11,2754,604,2.3667,69300,INLAND
-119.79,36.82,25,2330,467,3.2143,93000,INLAND
-119.8,36.83,17,1560,258,4.3315,95800,INLAND
-119.79,36.83,15,3356,627,2.2215,72200,INLAND
-119.79,36.82,23,4358,802,3.4167,105200,INLAND
-119.78,36.82,22,4241,971,1.7708,53500,INLAND
-119.8,36.82,24,5377,982,3.4542,121200,INLAND
-119.81,36.81,33,3972,561,5.4513,143300,INLAND
-119.8,36.8,43,1951,308,6.3359,169300,INLAND
-119.81,36.8,38,2252,314,6.1575,160100,INLAND
-119.83,36.8,24,3756,739,3.8571,90100,INLAND
-119.82,36.8,33,1670,250,2.9471,99500,INLAND
-119.81,36.8,29,2806,540,3.5958,88800,INLAND
-119.83,36.8,16,6101,1134,3.125,80800,INLAND
-119.84,36.8,16,2849,478,3.4074,72700,INLAND
-119.84,36.8,19,3244,710,2.0469,66900,INLAND
-119.83,36.79,35,1872,369,3.3272,65600,INLAND
-119.83,36.78,35,1789,357,2.5223,66200,INLAND
-119.84,36.78,24,3242,773,1.3385,58800,INLAND
-119.84,36.79,21,3235,614,3.3447,71400,INLAND
-119.83,36.79,24,3505,774,1.9575,67000,INLAND
-119.81,36.78,35,1012,240,2.0324,55500,INLAND
-119.81,36.78,36,1650,298,3,79700,INLAND
-119.82,36.78,36,1582,318,2.6055,69200,INLAND
-119.82,36.79,35,1474,294,2.6522,65900,INLAND
-119.82,36.79,18,5822,1224,1.6854,64700,INLAND
-119.81,36.79,35,2314,457,2.9506,73800,INLAND
-119.79,36.79,33,3433,783,1.9386,67500,INLAND
-119.79,36.78,38,1912,408,2.03,58800,INLAND
-119.8,36.78,43,2382,380,3.5542,96500,INLAND
-119.81,36.79,39,2471,431,2.4167,71900,INLAND
-119.8,36.79,45,1337,187,5.187,153800,INLAND
-119.79,36.81,35,1877,353,3.069,69600,INLAND
-119.78,36.8,34,2200,431,1.8514,66500,INLAND
-119.79,36.8,27,2462,449,3.32,124700,INLAND
-119.79,36.81,33,1461,254,4.25,132200,INLAND
-119.77,36.79,34,2679,470,3.2642,89600,INLAND
-119.78,36.78,31,2164,463,2.3293,73400,INLAND
-119.79,36.79,26,1700,386,2.256,64500,INLAND
-119.79,36.79,19,1524,386,1.5122,47500,INLAND
-119.78,36.79,33,2260,413,2.9301,68300,INLAND
-119.76,36.79,26,3654,830,2.1544,72800,INLAND
-119.76,36.78,30,6117,1224,2.1383,78800,INLAND
-119.77,36.79,27,2258,423,2.9937,81100,INLAND
-119.76,36.79,32,2463,486,3.3281,75100,INLAND
-119.74,36.79,28,2857,592,2.1573,71400,INLAND
-119.75,36.78,28,3257,712,2.293,71700,INLAND
-119.76,36.8,29,3494,616,2.5893,70900,INLAND
-119.77,36.8,32,3461,649,2.9244,84600,INLAND
-119.78,36.8,34,3426,647,2.8994,66000,INLAND
-119.76,36.8,20,6257,1267,2.2094,83700,INLAND
-119.77,36.8,24,3748,719,2.7222,83100,INLAND
-119.74,36.8,18,10862,2209,2.4678,74300,INLAND
-119.75,36.8,25,2718,465,2.3333,90600,INLAND
-119.75,36.8,30,3308,648,2.197,74500,INLAND
-119.76,36.81,19,4643,1335,1.2716,69400,INLAND
-119.77,36.81,25,1565,275,3.4279,84700,INLAND
-119.76,36.82,17,6932,1453,2.3375,99300,INLAND
-119.77,36.81,28,1713,282,3.567,85500,INLAND
-119.78,36.82,25,5016,928,3.625,89500,INLAND
-119.78,36.83,18,4164,681,4.2153,95200,INLAND
-119.76,36.83,22,2803,457,4.5179,99600,INLAND
-119.76,36.83,20,3214,463,5.2595,110900,INLAND
-119.77,36.83,19,3237,510,4.7804,101100,INLAND
-119.77,36.83,16,2360,359,5.0635,108500,INLAND
-119.76,36.83,17,3690,601,4.0196,84200,INLAND
-119.75,36.83,15,2793,441,4.9292,109400,INLAND
-119.74,36.83,14,4675,787,4.1098,108200,INLAND
-119.77,36.91,3,7520,1077,5.3272,174200,INLAND
-119.75,36.87,3,13802,1972,5.0941,143700,INLAND
-119.74,36.85,3,10425,1778,3.9032,140800,INLAND
-119.7,36.94,15,1449,265,2.4861,86300,INLAND
-119.71,36.88,17,2236,312,6.9405,165200,INLAND
-119.69,36.86,20,1676,240,4,164600,INLAND
-119.69,36.85,20,2655,379,4.5398,143100,INLAND
-119.67,36.89,15,2373,386,5.308,167500,INLAND
-119.7,36.83,23,3532,758,2.5904,71400,INLAND
-119.7,36.82,25,2379,484,2.3173,68200,INLAND
-119.7,36.81,32,2623,492,2.7159,68000,INLAND
-119.71,36.83,5,1087,362,1.8061,113400,INLAND
-119.71,36.83,15,2727,436,3.5078,109000,INLAND
-119.73,36.83,8,3602,580,5.3478,138800,INLAND
-119.73,36.83,14,3348,493,5.0828,111400,INLAND
-119.71,36.82,12,2144,566,2.3381,112500,INLAND
-119.71,36.81,19,2282,500,1.6618,69700,INLAND
-119.71,36.81,19,1648,354,1.7969,72800,INLAND
-119.72,36.81,28,1651,309,2.9453,72200,INLAND
-119.73,36.81,19,1699,368,2.7778,79700,INLAND
-119.72,36.82,16,2627,623,1.9483,112500,INLAND
-119.72,36.82,15,946,246,2.2639,52500,INLAND
-119.69,36.83,7,2075,362,3.9943,100200,INLAND
-119.69,36.83,8,943,155,4.9327,89500,INLAND
-119.69,36.83,32,1098,224,1.4913,54600,INLAND
-119.69,36.83,28,1868,329,3.1814,78900,INLAND
-119.67,36.83,3,2029,340,4.4356,111300,INLAND
-119.67,36.83,4,2145,308,5.0864,113700,INLAND
-119.68,36.83,11,2455,339,6.1133,120000,INLAND
-119.67,36.82,2,2579,342,4.5577,123300,INLAND
-119.67,36.81,4,1262,199,4.9432,114400,INLAND
-119.68,36.81,13,2589,435,5.0253,106200,INLAND
-119.69,36.82,17,1897,384,1.8021,55900,INLAND
-119.69,36.82,15,3303,505,4.81,93600,INLAND
-119.68,36.81,16,2668,457,3.9792,88900,INLAND
-119.69,36.81,13,1524,370,2.5446,93800,INLAND
-119.69,36.81,15,2892,501,4.4934,88000,INLAND
-119.68,36.8,7,2855,498,4.2066,88400,INLAND
-119.69,36.8,31,2576,418,3.2813,68700,INLAND
-119.67,36.8,9,3712,474,6.011,163100,INLAND
-119.69,36.79,13,1736,314,3.7697,83600,INLAND
-119.68,36.79,16,1551,292,3.5417,71300,INLAND
-119.69,36.79,15,2524,424,2.7404,76300,INLAND
-119.69,36.77,22,2456,417,2.6875,60600,INLAND
-119.69,36.79,5,2613,481,4.0993,83000,INLAND
-119.68,36.77,21,1260,205,6.0132,150800,INLAND
-119.64,36.85,15,2397,347,4.9904,157300,INLAND
-119.64,36.82,14,4872,617,5.6739,173800,INLAND
-119.63,36.79,19,1317,187,4.526,148700,INLAND
-119.63,36.76,22,4126,613,4.925,154700,INLAND
-119.63,36.7,42,1338,222,3.0833,133300,INLAND
-119.53,36.78,20,2822,455,4.5625,136900,INLAND
-119.58,36.83,13,6135,774,5.4895,156700,INLAND
-119.58,36.77,19,3225,542,4.0227,126500,INLAND
-119.59,36.72,18,1284,190,4.5375,130600,INLAND
-119.5,36.74,20,1089,212,4.5938,106900,INLAND
-119.57,36.72,11,2510,445,3.6161,99500,INLAND
-119.56,36.71,29,1963,398,2.5741,73000,INLAND
-119.56,36.71,37,1609,344,2.181,59900,INLAND
-119.57,36.71,10,1657,380,2.6458,84800,INLAND
-119.57,36.7,34,1759,337,2.6823,72900,INLAND
-119.56,36.7,40,1195,315,2.1182,58900,INLAND
-119.55,36.7,31,1671,347,2.3687,63900,INLAND
-119.57,36.7,30,2370,410,3.1442,72300,INLAND
-119.57,36.7,7,1761,308,3.7261,83900,INLAND
-119.58,36.69,42,1032,225,1.9766,58100,INLAND
-119.55,36.69,21,1551,406,1.7132,55900,INLAND
-119.54,36.7,20,1815,357,2.2448,58900,INLAND
-119.55,36.71,32,1963,518,1.9076,55800,INLAND
-119.55,36.72,6,1186,218,2.1515,63900,INLAND
-119.52,36.71,21,1834,314,2.59,69300,INLAND
-119.47,36.69,19,3351,542,3.2917,160100,INLAND
-119.41,36.68,18,1802,292,3.4044,115300,INLAND
-119.43,36.63,25,1784,303,3.625,107600,INLAND
-119.39,36.64,38,949,187,2.3618,80000,INLAND
-119.4,36.59,37,1486,290,3.5074,93800,INLAND
-119.49,37.1,24,2532,507,2.3359,92400,INLAND
-119.61,36.94,14,863,135,4.2679,151800,INLAND
-119.57,37.02,16,4199,722,3.332,111800,INLAND
-119.48,37,16,2904,509,3.1736,111800,INLAND
-119.46,36.91,12,2980,429,3.9141,123900,INLAND
-119.33,36.89,15,1879,294,2,83300,INLAND
-119.21,37.25,44,3042,115,4.1838,85600,INLAND
-118.94,37.13,12,2255,334,4.1563,94000,INLAND
-119.4,37.09,22,2211,288,3.3269,102700,INLAND
-119.34,37.12,23,1881,37,3.875,125000,INLAND
-119.28,37.11,34,1901,73,3.0729,144600,INLAND
-119.32,37.06,15,3111,107,5.1314,179200,INLAND
-118.91,36.79,19,1616,80,3.7857,78600,INLAND
-119.24,36.8,17,2052,340,2.6902,94400,INLAND
-119.25,36.71,13,2813,512,2.2202,100000,INLAND
-119.12,36.69,13,3963,671,2.2278,90500,INLAND
-119.34,36.62,26,1922,332,2.6058,92200,INLAND
-119.31,36.63,26,1874,432,1.6486,55200,INLAND
-119.31,36.62,33,1485,329,1.7292,52000,INLAND
-119.32,36.62,15,1070,243,1.5642,51500,INLAND
-119.31,36.62,25,831,244,1.4481,51700,INLAND
-119.43,36.61,19,1484,298,2.4219,65800,INLAND
-119.44,36.6,5,2353,573,2.2863,69200,INLAND
-119.44,36.6,34,864,171,2.0417,72500,INLAND
-119.45,36.6,42,510,99,2.5,73000,INLAND
-119.46,36.61,13,1348,246,3.625,108300,INLAND
-119.45,36.61,24,1302,243,3.7917,90500,INLAND
-119.44,36.61,17,1531,246,3.9073,91600,INLAND
-119.43,36.59,15,1371,309,1.767,63300,INLAND
-119.44,36.59,32,1153,241,2.825,67600,INLAND
-119.45,36.6,36,2294,454,1.8975,60900,INLAND
-119.44,36.59,28,1343,305,1.516,56700,INLAND
-119.46,36.6,18,1404,229,3.9844,118100,INLAND
-119.45,36.59,41,1749,314,1.6875,66100,INLAND
-119.44,36.58,37,1054,257,2.5234,63500,INLAND
-119.45,36.58,18,1425,266,3.7813,87300,INLAND
-119.45,36.59,28,1274,202,3.825,84200,INLAND
-119.55,36.6,18,2379,436,2.309,57100,INLAND
-119.54,36.61,20,1490,326,1.4937,54700,INLAND
-119.55,36.61,14,3004,735,1.586,56900,INLAND
-119.5,36.62,34,1440,265,2.2206,63400,INLAND
-119.49,36.58,21,2106,380,1.9913,95300,INLAND
-119.52,36.61,33,1225,248,1.8958,55100,INLAND
-119.53,36.61,33,587,162,1.5625,55800,INLAND
-119.6,36.66,27,1388,284,1.6094,55200,INLAND
-119.59,36.64,27,823,200,3.0521,113800,INLAND
-119.53,36.65,43,1676,276,2.5562,93200,INLAND
-119.63,36.6,33,1589,307,1.9676,62400,INLAND
-119.62,36.58,13,1788,411,2.6858,62400,INLAND
-119.59,36.57,19,1733,281,3.5987,131700,INLAND
-119.6,36.58,28,1452,308,2.8287,73100,INLAND
-119.61,36.58,29,1312,271,2.6974,73000,INLAND
-119.62,36.59,17,2287,393,4.0197,88000,INLAND
-119.61,36.59,10,2842,576,2.2727,92700,INLAND
-119.6,36.57,42,2311,436,2.5556,69700,INLAND
-119.6,36.57,33,1923,389,1.8333,68300,INLAND
-119.61,36.57,42,2242,483,1.5833,65100,INLAND
-119.63,36.58,22,1794,359,1.2647,55300,INLAND
-119.6,36.56,36,738,186,1.4415,54400,INLAND
-119.64,36.56,34,576,97,2.0658,92500,INLAND
-119.61,36.56,34,1911,481,1.625,53000,INLAND
-119.62,36.56,30,1722,403,1.8878,51600,INLAND
-119.53,36.55,34,2065,313,3.2917,111500,INLAND
-119.54,36.52,16,2703,372,4.2045,120900,INLAND
-119.55,36.51,46,1889,403,2.2132,76600,INLAND
-119.56,36.51,37,1018,204,1.6635,67000,INLAND
-119.56,36.51,9,3860,770,2.5033,70100,INLAND
-119.55,36.52,31,1986,422,3.0294,70200,INLAND
-119.56,36.53,19,2746,518,3.2019,95700,INLAND
-119.73,36.56,32,1513,272,3.0469,82700,INLAND
-119.67,36.57,32,1604,276,2.1908,110000,INLAND
-119.65,36.51,30,1671,282,3.1333,100000,INLAND
-119.59,36.52,35,990,178,3.3214,101600,INLAND
-119.73,36.52,20,1741,289,2.5921,94200,INLAND
-119.77,36.44,26,1727,259,3.2083,75000,INLAND
-119.69,36.46,29,1702,280,2.8125,79200,INLAND
-119.69,36.43,29,1799,387,1.7813,57900,INLAND
-119.87,36.54,34,1370,269,2.4044,72500,INLAND
-119.79,36.55,32,1393,245,2.0216,76800,INLAND
-119.81,36.51,31,1241,226,2.7321,83600,INLAND
-119.84,36.54,19,1310,217,2.4375,78200,INLAND
-119.83,36.54,31,1732,294,2.5208,60000,INLAND
-119.89,36.64,34,1422,222,2.975,90000,INLAND
-119.97,36.57,17,1497,247,2.0313,69400,INLAND
-119.9,36.58,20,1935,359,2.4814,74600,INLAND
-119.81,36.6,24,2246,394,2.4006,76400,INLAND
-119.86,36.45,19,2439,469,2.4474,75600,INLAND
-119.86,36.43,34,1175,261,1.7176,58400,INLAND
-119.85,36.43,23,1824,362,2.8913,60900,INLAND
-119.97,36.44,18,1128,220,2.1771,39200,INLAND
-120.08,36.34,18,1524,356,2.1153,112500,INLAND
-120.1,36.16,17,598,146,2.3295,55000,INLAND
-120.1,36.21,12,1462,367,1.5086,64700,INLAND
-120.09,36.19,12,1923,535,1.4191,55100,INLAND
-120.27,36.29,11,1337,318,2.4398,87500,INLAND
-120.43,36.18,29,579,99,2.1458,104200,INLAND
-120.37,36.16,36,613,124,3.0658,65000,INLAND
-120.36,36.14,18,1206,217,1.8264,62000,INLAND
-120.38,36.15,17,2279,420,2.7461,70000,INLAND
-120.37,36.13,10,2522,493,3.2639,86400,INLAND
-120.37,36.15,34,2084,347,4.381,86300,INLAND
-120.35,36.16,18,1519,272,2.7792,85300,INLAND
-120.35,36.14,9,2671,541,1.7075,60400,INLAND
-120.36,36.13,29,1938,415,3.0134,55500,INLAND
-120.31,36.65,24,943,156,2.25,76600,INLAND
-120.25,36.65,31,1177,223,2.4937,66000,INLAND
-120.18,36.59,25,948,171,2.3026,90600,INLAND
-120.19,36.61,29,1479,322,2.293,57200,INLAND
-120.19,36.6,25,875,214,1.5536,58300,INLAND
-120.22,36.49,14,1508,345,2.4786,56000,INLAND
-120.41,36.77,24,1335,267,1.947,68900,INLAND
-120.67,36.72,18,819,198,2.5,112500,INLAND
-120.51,36.55,20,1193,241,1.9417,38800,INLAND
-120.39,36.78,11,1947,486,1.7184,55200,INLAND
-120.38,36.75,25,1689,457,1.9056,60000,INLAND
-120.38,36.76,25,991,262,1.8125,58000,INLAND
-120.38,36.76,12,932,243,1.4038,54300,INLAND
-120.46,36.87,20,1287,269,1.3386,63000,INLAND
-120.45,36.86,34,673,182,2.3523,66000,INLAND
-120.44,36.84,29,1563,288,2.8182,90500,INLAND
-120.45,36.85,20,1519,370,2.1759,58100,INLAND
-120.51,36.86,21,1779,371,2.4414,71900,INLAND
-120.55,36.97,42,1766,323,2.3295,74400,INLAND
-120.69,36.84,18,902,174,2.2083,55000,INLAND
-119.55,36.51,46,55,5,4.125,67500,INLAND
-119.54,36.51,36,49,2,4.625,162500,INLAND
-122.2,39.75,18,2603,588,2.0192,63700,INLAND
-122.18,39.75,30,4157,774,1.6948,67500,INLAND
-122.16,39.74,20,707,125,3.0469,85000,INLAND
-122.19,39.74,39,4179,809,2.3507,65600,INLAND
-122.25,39.79,16,2127,369,3.0469,72200,INLAND
-122.16,39.78,32,1288,203,2.325,69600,INLAND
-122.13,39.74,20,1401,250,2.2569,94300,INLAND
-122.18,39.7,23,1658,297,3.35,85400,INLAND
-122.23,39.75,16,2026,382,1.9375,73100,INLAND
-122.74,39.71,16,255,38,1.6607,14999,INLAND
-122.38,39.68,21,1155,175,2.3851,67500,INLAND
-122.14,39.65,33,419,67,3.6429,87500,INLAND
-122.18,39.55,28,1471,246,3.25,81600,INLAND
-122.53,39.5,25,1231,211,2.4861,71900,INLAND
-122.19,39.53,34,2679,505,2.165,58700,INLAND
-122.2,39.53,22,3265,594,2.3566,71000,INLAND
-122.23,39.53,8,1268,326,1.3708,125000,INLAND
-122.22,39.51,17,1201,277,2.1,66900,INLAND
-122.2,39.52,39,2551,437,2.0625,63400,INLAND
-122.2,39.51,37,2358,424,2.8333,69700,INLAND
-122.19,39.5,23,462,90,2.1705,53000,INLAND
-122.04,39.72,23,2502,455,2.5625,70000,INLAND
-122.05,39.6,34,2051,322,2.8466,95300,INLAND
-122.1,39.47,43,1320,197,2.4917,77100,INLAND
-121.94,39.45,39,844,165,1.832,70500,INLAND
-122.01,39.74,20,2332,495,2.1746,58700,INLAND
-123.52,41.01,17,1564,222,2.1542,83800,INLAND
-123.73,40.48,25,2015,251,1.7153,77100,INLAND
-115.52,33.12,38,1327,231,1.8793,60800,INLAND
-115.52,33.13,18,1109,253,2.163,53400,INLAND
-115.51,33.12,21,1024,232,2.101,46700,INLAND
-115.46,33.19,33,1234,298,1,40000,INLAND
-115.51,33.24,32,1995,410,1.6552,43300,INLAND
-115.6,33.2,37,709,142,2.4511,72500,INLAND
-115.73,33.09,27,452,61,2.9,87500,INLAND
-115.62,33.04,17,1009,217,2.0463,61200,INLAND
-115.62,33.04,20,1121,230,2.2969,62000,INLAND
-115.6,33.04,31,314,56,3.3472,91700,INLAND
-115.41,32.99,29,1141,194,3.4038,107800,INLAND
-115.59,32.96,17,841,154,3.1979,113500,INLAND
-115.52,32.98,32,1615,345,1.4583,58600,INLAND
-115.52,32.98,21,1302,316,2.2054,66400,INLAND
-115.53,32.99,25,2578,565,1.7159,62200,INLAND
-115.51,32.99,20,1402,317,1.9088,63700,INLAND
-115.54,32.99,23,1459,388,1.5372,69400,INLAND
-115.54,32.98,27,1513,381,1.9464,60600,INLAND
-115.54,32.99,17,1697,254,4.3523,96000,INLAND
-115.55,32.98,24,2565,473,3.2593,80800,INLAND
-115.54,32.97,41,2429,430,3.0091,70800,INLAND
-115.53,32.97,35,1583,318,2.4063,70700,INLAND
-115.55,32.98,33,2266,360,5.4349,143000,INLAND
-115.56,32.96,21,2164,421,3.8177,107200,INLAND
-115.53,32.97,34,2231,510,1.5217,60300,INLAND
-115.52,32.97,24,1617,401,1.975,66400,INLAND
-115.52,32.97,10,1879,337,1.9911,67500,INLAND
-115.32,32.82,34,591,89,3.6528,100000,INLAND
-115.39,32.76,16,1136,185,6.2558,146300,INLAND
-115.4,32.86,19,1087,173,3.3182,113800,INLAND
-115.37,32.81,23,1458,275,2.3594,74300,INLAND
-115.37,32.82,14,1276,261,1.9375,80900,INLAND
-115.37,32.82,30,1602,335,3.5735,71100,INLAND
-115.38,32.82,38,1892,374,1.9939,65800,INLAND
-115.38,32.81,35,1263,241,1.8958,67500,INLAND
-115.37,32.81,32,741,169,1.7604,68600,INLAND
-115.57,32.85,33,1365,250,3.2396,62300,INLAND
-115.57,32.85,17,1039,246,1.7411,63500,INLAND
-115.57,32.84,29,1207,288,1.9531,61100,INLAND
-115.57,32.83,31,1494,284,3.5282,67500,INLAND
-115.59,32.85,20,1608,248,4.875,90800,INLAND
-115.6,32.87,3,1629,312,4.1293,83200,INLAND
-115.49,32.87,19,541,106,3.3583,102800,INLAND
-115.64,32.8,23,1228,235,3.1667,125000,INLAND
-115.69,32.79,18,1564,343,2.1792,55200,INLAND
-115.73,32.8,44,472,57,2.2083,93800,INLAND
-115.72,32.75,16,348,54,2.0938,87500,INLAND
-115.64,32.75,19,377,55,1.625,112500,INLAND
-115.58,32.81,5,805,143,4.475,96300,INLAND
-115.55,32.82,34,1540,274,2.5664,67500,INLAND
-115.58,32.81,10,1088,201,3.6597,87500,INLAND
-115.57,32.8,17,1492,428,1.7188,69900,INLAND
-115.57,32.8,16,1307,327,1.1853,72600,INLAND
-115.57,32.8,16,2276,513,1.875,93800,INLAND
-115.48,32.8,21,1260,239,2.6172,88500,INLAND
-115.52,32.77,18,1715,333,2.2417,79200,INLAND
-115.53,32.73,14,1527,332,1.735,61200,INLAND
-115.52,32.73,17,1190,258,2.3571,63100,INLAND
-115.5,32.75,13,330,64,3.4107,142500,INLAND
-115.55,32.8,23,666,160,2.1136,61000,INLAND
-115.55,32.79,22,565,141,1.2083,53600,INLAND
-115.54,32.79,30,752,186,1.6607,56100,INLAND
-115.54,32.79,23,1712,377,1.275,60400,INLAND
-115.55,32.79,23,1004,201,1.6351,59600,INLAND
-115.57,32.8,33,1192,211,4.5714,68600,INLAND
-115.56,32.8,25,1311,351,2.1979,63900,INLAND
-115.56,32.8,28,1672,397,1.5987,59400,INLAND
-115.56,32.8,15,1171,298,1.3882,69400,INLAND
-115.56,32.79,18,1178,429,1.3373,58300,INLAND
-115.56,32.78,34,2856,522,3.2083,76200,INLAND
-115.56,32.79,20,2372,767,1.1707,62500,INLAND
-115.57,32.79,50,1291,274,1.6667,68100,INLAND
-115.56,32.78,46,2511,469,3.0603,70800,INLAND
-115.56,32.78,35,1185,191,4.6154,86200,INLAND
-115.57,32.78,25,2007,332,5.128,99600,INLAND
-115.56,32.78,29,1568,245,3.1597,76200,INLAND
-115.55,32.78,5,2652,536,2.8025,84300,INLAND
-115.58,32.78,5,2494,421,5.7843,110100,INLAND
-115.59,32.79,8,2183,287,6.3814,159900,INLAND
-115.58,32.79,14,1687,451,1.6635,64400,INLAND
-115.57,32.79,34,1152,208,3.6042,73600,INLAND
-115.57,32.78,29,2321,360,4.0375,86400,INLAND
-115.57,32.78,20,1534,222,6.2715,97200,INLAND
-115.57,32.78,15,1413,277,4.3021,87500,INLAND
-115.56,32.76,15,1278,185,4.4821,140300,INLAND
-115.59,32.69,30,935,148,2.5769,94400,INLAND
-115.49,32.69,17,1960,356,1.899,64000,INLAND
-115.4,32.7,19,583,134,1.6838,95800,INLAND
-115.49,32.67,25,2322,602,1.375,70100,INLAND
-115.49,32.67,24,1266,298,1.4828,73100,INLAND
-115.48,32.68,15,3414,622,2.3319,91200,INLAND
-115.5,32.68,18,3631,924,1.5931,88400,INLAND
-115.5,32.67,35,2159,475,2.1776,75500,INLAND
-115.49,32.67,29,1523,393,1.1311,84700,INLAND
-115.51,32.68,11,2872,581,2.625,72700,INLAND
-115.52,32.67,6,2804,594,2.0625,67700,INLAND
-116.05,33.33,17,290,57,1.7292,81300,INLAND
-116,33.19,16,245,33,1.2639,51300,INLAND
-115.88,32.93,15,208,20,4.0208,32500,INLAND
-116,32.74,26,1134,158,1.4338,43900,INLAND
-115.9,32.69,18,414,54,1.5417,57500,INLAND
-116.01,33.41,20,1996,295,2.8684,62800,INLAND
-115.99,33.4,15,1945,273,2.0109,54300,INLAND
-115.94,33.38,5,186,21,2.7,58800,INLAND
-115.98,33.32,8,240,24,1.4688,53800,INLAND
-115.91,33.36,15,459,73,0.922,67500,INLAND
-115.9,33.34,19,1210,155,1.7857,62800,INLAND
-115.96,33.3,27,322,57,1.125,54400,INLAND
-115.95,33.28,12,99,17,1.8958,53800,INLAND
-115.8,33.26,2,96,16,5.3374,47500,INLAND
-114.73,33.43,24,796,139,0.8964,59200,INLAND
-114.98,33.07,18,1183,127,3.1607,57500,INLAND
-115.73,33.36,19,749,169,1.7727,50000,INLAND
-115.73,33.35,23,1586,182,1.2132,30000,INLAND
-114.65,32.79,21,44,27,0.8571,25000,INLAND
-114.55,32.8,19,2570,608,1.275,56100,INLAND
-114.63,32.76,15,1448,300,0.8585,45000,INLAND
-114.66,32.74,17,1388,320,1.2049,44000,INLAND
-118.18,37.35,16,3806,714,2.1212,108300,INLAND
-118.43,37.4,19,2460,425,4.1576,141500,INLAND
-118.6,37.39,19,2682,399,3.2132,166000,INLAND
-118.45,37.25,20,1468,270,3.0817,118800,INLAND
-118.45,37.37,26,3135,523,4.337,139700,INLAND
-118.42,37.35,21,3302,520,4.375,180400,INLAND
-118.42,37.36,18,2281,465,1.7388,54400,INLAND
-118.4,37.36,34,2465,575,1.9722,116100,INLAND
-118.39,37.37,25,3295,770,1.8325,105800,INLAND
-118.39,37.36,38,1813,396,2.3261,98400,INLAND
-118.3,37.17,22,3480,636,2.75,94500,INLAND
-117.9,36.95,19,99,22,1.7292,137500,INLAND
-118.31,36.94,35,2563,371,2.325,80600,INLAND
-118.05,36.64,34,2090,426,2.0357,74200,INLAND
-118.18,36.63,23,2311,384,2.2574,104700,INLAND
-117.69,36.13,25,1709,292,1.7868,45500,INLAND
-117.02,36.4,19,619,164,2.1,14999,INLAND
-116.22,36,14,1372,213,1.1471,32900,INLAND
-119.02,35.42,42,2271,447,2.7583,64900,INLAND
-119.03,35.42,45,1628,334,2.5703,62400,INLAND
-119.03,35.42,38,2952,568,2.6094,67900,INLAND
-119.03,35.45,14,3520,582,4.3162,87100,INLAND
-119.05,35.44,5,2133,438,3.0268,77000,INLAND
-119.02,35.44,29,3415,597,4.0125,84400,INLAND
-119.02,35.43,39,2033,379,3.1736,70700,INLAND
-119.02,35.42,40,1089,218,2.2727,67200,INLAND
-119.02,35.42,36,2044,374,1.8472,57400,INLAND
-119.02,35.42,40,1912,413,1.4598,52600,INLAND
-119.03,35.42,42,1705,393,1.6286,54600,INLAND
-119.03,35.41,41,1808,373,1.7857,54300,INLAND
-119.04,35.42,47,1691,358,1.8403,54700,INLAND
-119.05,35.42,41,1992,419,2.8393,57000,INLAND
